Fecha (dd/mm/aaaa),Tasa de cambio representativa del mercado (TRM)
44256,3624.39
44257,3622.36
44258,3646.61
44259,3676.94
44260,3647.99
44261,3640.2
44262,3640.2
44263,3640.2
44264,3623.61
44265,3598.77
44266,3561.91
44267,3534.62
44268,3575.3
44269,3575.3
44270,3575.3
44271,3575.63
44272,3553.51
44273,3578.02
44274,3569.45
44275,3553.34
44276,3553.34
44277,3553.34
44278,3553.34
44279,3589.82
44280,3635.12
44281,3658.22
44282,3665.41
44283,3665.41
44284,3665.41
44285,3705.85
44286,3736.91
44287,3678.62
44288,3678.62
44289,3678.62
44290,3678.62
44291,3678.62
44292,3645.79
44293,3645.14
44294,3639.62
44295,3634.07
44296,3650.23
44297,3650.23
44298,3650.23
44299,3653.57
44300,3666.17
44301,3665.49
44302,3620.4
44303,3595.57
44304,3595.57
44305,3595.57
44306,3606.42
44307,3636.26
44308,3639.12
44309,3630.81
44310,3640.07
44311,3640.07
44312,3640.07
44313,3659.62
44314,3717.46
44315,3699.74
44316,3712.89
44317,3740.14
44318,3740.14
44319,3740.14
44320,3816.65
44321,3831.35
44322,3846.28
44323,3800.33
44324,3765.33
44325,3765.33
44326,3765.33
44327,3714.94
44328,3703.2
44329,3734.09
44330,3728.09
44331,3682.84
44332,3682.84
44333,3682.84
44334,3682.84
44335,3655.74
44336,3682.66
44337,3721.57
44338,3738.19
44339,3738.19
44340,3738.19
44341,3750.66
44342,3735.41
44343,3747.48
44344,3729.02
44345,3715.28
44346,3715.28
44347,3715.28
44348,3715.28
44349,3671.38
44350,3642.29
44351,3657.41
44352,3609.2
44353,3609.2
44354,3609.2
44355,3609.2
44356,3597.18
44357,3588.41
44358,3589.86
44359,3626.02
44360,3626.02
44361,3626.02
44362,3626.02
44363,3693.35
44364,3690.56
44365,3730.45
44366,3753.77
44367,3753.77
44368,3753.77
44369,3758.08
44370,3784.45
44371,3773.11
44372,3770.35
44373,3739.03
44374,3739.03
44375,3739.03
44376,3713.17
44377,3756.67
44378,3748.5
44379,3775.53
44380,3777.17
44381,3777.17
44382,3777.17
44383,3777.17
44384,3782.27
44385,3815.22
44386,3850.46
44387,3829.46
44388,3829.46
44389,3829.46
44390,3824.08
44391,3826.85
44392,3796.07
44393,3809.07
44394,3808.46
44395,3808.46
44396,3808.46
44397,3842.97
44398,3842.97
44399,3855.68
44400,3866.86
44401,3874.44
44402,3874.44
44403,3874.44
44404,3904.17
44405,3918.49
44406,3902.18
44407,3836.95
44408,3867.88
44409,3867.88
44410,3867.88
44411,3865.46
44412,3913.59
44413,3911.36
44414,3910.81
44415,3949.33
44416,3949.33
44417,3949.33
44418,3988.27
44419,3979.8
44420,3950.43
44421,3887.07
44422,3830.25
44423,3830.25
44424,3830.25
44425,3830.25
44426,3868.41
44427,3861.33
44428,3876.08
44429,3874.95
44430,3874.95
44431,3874.95
44432,3867.73
44433,3861.88
44434,3865.04
44435,3870.57
44436,3834.13
44437,3834.13
44438,3834.13
44439,3806.87
44440,3774
44441,3753.3
44442,3780.85
44443,3790.04
44444,3790.04
44445,3790.04
44446,3790.04
44447,3812.76
44448,3816.14
44449,3829.72
44450,3836.85
44451,3836.85
44452,3836.85
44453,3835.27
44454,3830.83
44455,3825.36
44456,3818.16
44457,3828.18
44458,3828.18
44459,3828.18
44460,3851.22
44461,3843.77
44462,3834.66
44463,3835.67
44464,3844.88
44465,3844.88
44466,3844.88
44467,3837.91
44468,3841.94
44469,3834.68
44470,3812.77
44471,3781.35
44472,3781.35
44473,3781.35
44474,3786.05
44475,3796.3
44476,3788.03
44477,3772.44
44478,3765.8
44479,3765.8
44480,3765.8
44481,3765.8
44482,3738.48
44483,3725.75
44484,3755.29
44485,3772.49
44486,3772.49
44487,3772.49
44488,3772.49
44489,3766.94
44490,3770.58
44491,3783.3
44492,3780.38
44493,3780.38
44494,3780.38
44495,3769.98
44496,3774.46
44497,3761.21
44498,3766.1
44499,3784.44
44500,3784.44
44501,3784.44
44502,3784.44
44503,3778.69
44504,3837.84
44505,3847.4
44506,3881.76
44507,3881.76
44508,3881.76
44509,3874.41
44510,3876.86
44511,3875.38
44512,3875.38
44513,3888.53
44514,3888.53
44515,3888.53
44516,3888.53
44517,3898.84
44518,3907.95
44519,3943.43
44520,3923.53
44521,3923.53
44522,3923.53
44523,3913.26
44524,3944.37
44525,3969.49
44526,3969.49
44527,4008.13
44528,4008.13
44529,4008.13
44530,4010.98
44531,4004.54
44532,3953.26
44533,3945.18
44534,3948.33
44535,3948.33
44536,3948.33
44537,3944
44538,3906.1
44539,3906.1
44540,3899.87
44541,3887.71
44542,3887.71
44543,3887.71
44544,3886.87
44545,3936.41
44546,3990.27
44547,4002.97
44548,3999.85
44549,3999.85
44550,3999.85
44551,4002.12
44552,3996.28
44553,3997.71
44554,3997.09
44555,3994.15
44556,3994.15
44557,3994.15
44558,3989.41
44559,4004
44560,4023.68
44561,3981.16
44562,3981.16
44563,3981.16
44564,3981.16
44565,4082.75
44566,4084.11
44567,4042.36
44568,4039.31
44569,4043.46
44570,4043.46
44571,4043.46
44572,4043.46
44573,4011.65
44574,3970.08
44575,3950.4
44576,3993.65
44577,3993.65
44578,3993.65
44579,3993.65
44580,4033.37
44581,4003.95
44582,3980.8
44583,3964.3
44584,3964.3
44585,3964.3
44586,3977.51
44587,3987.32
44588,3947.83
44589,3944.04
44590,3982.6
44591,3982.6
44592,3982.6
44593,3942.73
44594,3923.61
44595,3928.05
44596,3951.96
44597,3962.68
44598,3962.68
44599,3962.68
44600,3963.84
44601,3965.41
44602,3939.31
44603,3917.75
44604,3917.52
44605,3917.52
44606,3917.52
44607,3938.97
44608,3946.88
44609,3963.72
44610,3953.26
44611,3927.25
44612,3927.25
44613,3927.25
44614,3927.25
44615,3932.4
44616,3913.79
44617,3940.2
44618,3910.64
44619,3910.64
44620,3910.64
44621,3910.28
44622,3901.62
44623,3862.95
44624,3771.77
44625,3806.11
44626,3806.11
44627,3806.11
44628,3813.41
44629,3787.18
44630,3746.43
44631,3786
44632,3827.64
44633,3827.64
44634,3827.64
44635,3800.85
44636,3836.56
44637,3826.89
44638,3816.43
44639,3820.67
44640,3820.67
44641,3820.67
44642,3820.67
44643,3765.67
44644,3756.64
44645,3798.9
44646,3785.66
44647,3785.66
44648,3785.66
44649,3785.7
44650,3765.96
44651,3748.15
44652,3756.03
44653,3774.79
44654,3774.79
44655,3774.79
44656,3706.95
44657,3723.79
44658,3746.51
44659,3771.83
44660,3777.41
44661,3777.41
44662,3777.41
44663,3744.16
44664,3736.7
44665,3737.32
44666,3737.32
44667,3737.32
44668,3737.32
44669,3737.32
44670,3731.31
44671,3755.85
44672,3758.65
44673,3759.54
44674,3819.07
44675,3819.07
44676,3819.07
44677,3931.74
44678,3947.63
44679,3967.32
44680,3984.77
44681,3966.27
44682,3966.27
44683,3966.27
44684,4004.07
44685,4016.34
44686,4056.41
44687,4086.08
44688,4053.93
44689,4053.93
44690,4053.93
44691,4085.76
44692,4086.71
44693,4080.32
44694,4109.71
44695,4110.53
44696,4110.53
44697,4110.53
44698,4070.25
44699,4033.85
44700,4054.71
44701,4050.88
44702,3989.84
44703,3989.84
44704,3989.84
44705,3950.35
44706,3971.28
44707,3959.05
44708,3930.89
44709,3912.34
44710,3912.34
44711,3912.34
44712,3912.34
44713,3776.52
44714,3791.74
44715,3784.98
44716,3771.63
44717,3771.63
44718,3771.63
44719,3799.5
44720,3790.88
44721,3782.65
44722,3833.34
44723,3912.51
44724,3912.51
44725,3912.51
44726,4016.5
44727,3979.3
44728,3923.96
44729,3912.15
44730,3905.05
44731,3905.05
44732,3905.05
44733,3905.05
44734,4026.92
44735,4026.52
44736,4068.75
44737,4129.87
44738,4129.87
44739,4129.87
44740,4129.87
44741,4089.72
44742,4127.47
44743,4151.21
44744,4198.77
44745,4198.77
44746,4198.77
44747,4198.77
44748,4259.86
44749,4348.68
44750,4369.7
44751,4388.27
44752,4388.27
44753,4388.27
44754,4513.28
44755,4627.46
44756,4558.05
44757,4519.65
44758,4395.63
44759,4395.63
44760,4395.63
44761,4315.41
44762,4303.34
44763,4303.34
44764,4410.14
44765,4423.86
44766,4423.86
44767,4423.86
44768,4461.63
44769,4445.01
44770,4420.75
44771,4375.51
44772,4300.3
44773,4300.3
44774,4300.3
44775,4245.99
44776,4313.3
44777,4331.15
44778,4268.3
44779,4337.28
44780,4337.28
44781,4337.28
44782,4307.09
44783,4309.69
44784,4273.82
44785,4231.45
44786,4185.49
44787,4185.49
44788,4185.49
44789,4185.49
44790,4218.48
44791,4316.47
44792,4413.86
44793,4400.25
44794,4400.25
44795,4400.25
44796,4399.16
44797,4374.45
44798,4380.19
44799,4407.95
44800,4388.02
44801,4388.02
44802,4388.02
44803,4386.13
44804,4400.16
44805,4422.77
44806,4467.03
44807,4466.73
44808,4466.73
44809,4466.73
44810,4466.73
44811,4480.1
44812,4446.36
44813,4396.69
44814,4365.32
44815,4365.32
44816,4365.32
44817,4346.91
44818,4413.89
44819,4389.8
44820,4404.64
44821,4435.84
44822,4435.84
44823,4435.84
44824,4415.11
44825,4420.38
44826,4403.82
44827,4379.8
44828,4426.47
44829,4426.47
44830,4426.47
44831,4496.99
44832,4556.42
44833,4486.94
44834,4532.07
44835,4590.54
44836,4590.54
44837,4590.54
44838,4545.66
44839,4484.74
44840,4548.89
44841,4627.61
44842,4605.29
44843,4605.29
44844,4605.29
44845,4605.29
44846,4611.88
44847,4611.18
44848,4619.78
44849,4636.83
44850,4636.83
44851,4636.83
44852,4636.83
44853,4744.04
44854,4815.09
44855,4885.5
44856,4913.24
44857,4913.24
44858,4913.24
44859,4968.94
44860,4948.14
44861,4895.29
44862,4821.92
44863,4819.42
44864,4819.42
44865,4819.42
44866,4898.74
44867,4975.58
44868,5015.84
44869,5058.02
44870,5061.21
44871,5061.21
44872,5061.21
44873,5061.21
44874,5013.2
44875,4914.71
44876,4806.07
44877,4806.07
44878,4806.07
44879,4806.07
44880,4806.07
44881,4801.06
44882,4922.7
44883,5022.03
44884,4994.61
44885,4994.61
44886,4994.61
44887,4958.42
44888,4914.34
44889,4875.91
44890,4875.91
44891,4881.41
44892,4881.41
44893,4881.41
44894,4840.6
44895,4809.51
44896,4815.59
44897,4779.06
44898,4767.19
44899,4767.19
44900,4767.19
44901,4812.37
44902,4818.32
44903,4825.83
44904,4825.83
44905,4815.99
44906,4815.99
44907,4815.99
44908,4836.24
44909,4791.57
44910,4778.28
44911,4797.02
44912,4802.48
44913,4802.48
44914,4802.48
44915,4781.28
44916,4769.29
44917,4761.64
44918,4760.61
44919,4745.04
44920,4745.04
44921,4745.04
44922,4745.04
44923,4766.82
44924,4765.92
44925,4810.2
44926,4810.2
44927,4810.2
44928,4810.2
44929,4810.2
44930,4842.26
44931,4924
44932,4989.58
44933,4885.66
44934,4885.66
44935,4885.66
44936,4885.66
44937,4807.85
44938,4748.54
44939,4692.04
44940,4693.99
44941,4693.99
44942,4693.99
44943,4693.99
44944,4691.09
44945,4702.67
44946,4683.85
44947,4631.64
44948,4631.64
44949,4631.64
44950,4551.02
44951,4545.94
44952,4538.91
44953,4531.75
44954,4548.5
44955,4548.5
44956,4548.5
44957,4632.2
44958,4648.7
44959,4639.04
44960,4584.44
44961,4669.74
44962,4669.74
44963,4669.74
44964,4776.25
44965,4775.99
44966,4769.85
44967,4742.05
44968,4777.73
44969,4777.73
44970,4777.73
44971,4818.62
44972,4783.24
44973,4878.24
44974,4966.33
44975,4918.94
44976,4918.94
44977,4918.94
44978,4918.94
44979,4950.33
44980,4924.91
44981,4853.9
44982,4849.65
44983,4849.65
44984,4849.65
44985,4808.14
44986,4814.11
44987,4848.78
44988,4855.83
44989,4780.89
44990,4780.89
44991,4780.89
44992,4734.42
44993,4744.95
44994,4755.59
44995,4748.61
44996,4748.14
44997,4748.14
44998,4748.14
44999,4769.76
45000,4736.03
45001,4835.51
45002,4866.5
45003,4824.25
45004,4824.25
45005,4824.25
45006,4824.25
45007,4804.29
45008,4776.09
45009,4755.12
45010,4741.76
45011,4741.76
45012,4741.76
45013,4686.83
45014,4658.79
45015,4627.63
45016,4627.27
45017,4646.08
45018,4646.08
45019,4646.08
45020,4603
45021,4587.31
45022,4570.91
45023,4570.91
45024,4570.91
45025,4570.91
45026,4570.91
45027,4564.24
45028,4516.76
45029,4458.87
45030,4424.02
45031,4425.27
45032,4425.27
45033,4425.27
45034,4431.45
45035,4473.07
45036,4532.43
45037,4535.78
45038,4523.64
45039,4523.64
45040,4523.64
45041,4482.45
45042,4486.6
45043,4552.59
45044,4654.14
45045,4669
45046,4669
45047,4669
45048,4669
45049,4713.08
45050,4667.09
45051,4616.58
45052,4552.56
45053,4552.56
45054,4552.56
45055,4490.58
45056,4540.34
45057,4545.39
45058,4601.15
45059,4564.44
45060,4564.44
45061,4564.44
45062,4506.49
45063,4531.58
45064,4528.3
45065,4521.64
45066,4528.67
45067,4528.67
45068,4528.67
45069,4528.67
45070,4501.81
45071,4448.93
45072,4470.83
45073,4461.66
45074,4461.66
45075,4461.66
45076,4461.66
45077,4408.65
45078,4434.09
45079,4410.49
45080,4355.8
45081,4355.8
45082,4355.8
45083,4307.02
45084,4245
45085,4209.14
45086,4179.98
45087,4173.66
45088,4173.66
45089,4173.66
45090,4173.66
45091,4186.3
45092,4182.33
45093,4164.66
45094,4145.72
45095,4145.72
45096,4145.72
45097,4145.72
45098,4149.18
45099,4158.21
45100,4114.39
45101,4168.88
45102,4168.88
45103,4168.88
45104,4172.33
45105,4152.48
45106,4169.6
45107,4191.28
45108,4177.58
45109,4177.58
45110,4177.58
45111,4177.58
45112,4177.58
45113,4128.08
45114,4195.93
45115,4189.96
45116,4189.96
45117,4189.96
45118,4154.06
45119,4193.59
45120,4128.67
45121,4102.13
45122,4089.3
45123,4089.3
45124,4089.3
45125,4069.39
45126,3991.15
45127,3980.2
45128,3980.2
45129,3971.38
45130,3971.38
45131,3971.38
45132,3950.58
45133,3978.83
45134,3951.1
45135,3932.04
45136,3923.49
45137,3923.49
45138,3923.49
45139,3898.48
45140,4007.44
45141,4056.99
45142,4144.79
45143,4077.9
45144,4077.9
45145,4077.9
45146,4077.9
45147,4076.46
45148,4031.65
45149,3955.23
45150,3973.41
45151,3973.41
45152,3973.41
45153,4029.95
45154,4096.08
45155,4130.33
45156,4093.96
45157,4124.04
45158,4124.04
45159,4124.04
45160,4124.04
45161,4120.07
45162,4085.89
45163,4076.9
45164,4117.78
45165,4117.78
45166,4117.78
45167,4111.52
45168,4110.08
45169,4085.33
45170,4099.2
45171,4063.36
45172,4063.36
45173,4063.36
45174,4063.36
45175,4089.46
45176,4093.04
45177,4045.83
45178,4012.26
45179,4012.26
45180,4012.26
45181,3997.74
45182,3993.53
45183,3950.92
45184,3926.59
45185,3928.28
45186,3928.28
45187,3928.28
45188,3905.95
45189,3902.54
45190,3907.21
45191,3948.25
45192,3948.7
45193,3948.7
45194,3948.7
45195,4052.54
45196,4068.73
45197,4093.6
45198,4085.57
45199,4053.76
45200,4053.76
45201,4053.76
45202,4141.43
45203,4187.01
45204,4252.09
45205,4359.4
45206,4386.66
45207,4386.66
45208,4386.66
45209,4386.66
45210,4231.97
45211,4212.5
45212,4230.61
45213,4249
45214,4249
45215,4249
45216,4249
45217,4222.09
45218,4227.39
45219,4249.71
45220,4238.85
45221,4238.85
45222,4238.85
45223,4221.39
45224,4213.97
45225,4201.53
45226,4154.94
45227,4120.62
45228,4120.62
45229,4120.62
45230,4060.83
45231,4114.29
45232,4117.71
45233,4047.11
45234,3975.09
45235,3975.09
45236,3975.09
45237,3975.09
45238,4005.06
45239,4065.79
45240,4056.94
45241,4037.19
45242,4037.19
45243,4037.19
45244,4037.19
45245,3963.57
45246,3976.84
45247,4077.44
45248,4116.59
45249,4116.59
45250,4116.59
45251,4033.83
45252,4060.15
45253,4092.33
45254,4092.33
45255,4044.51
45256,4044.51
45257,4044.51
45258,3989.89
45259,3957.77
45260,3980.67
45261,4045.22
45262,3983.15
45263,3983.15
45264,3983.15
45265,3999.91
45266,4023.21
45267,3989.55
45268,3998.51
45269,3998.51
45270,3998.51
45271,3998.51
45272,3982.5
45273,3990.88
45274,3999.43
45275,3955.88
45276,3956.76
45277,3956.76
45278,3956.76
45279,3932.59
45280,3925.77
45281,3948.54
45282,3943.03
45283,3915.43
45284,3915.43
45285,3915.43
45286,3915.43
45287,3871.45
45288,3844.81
45289,3822.05
45290,3822.05
45291,3822.05
45292,3822.05
45293,3822.05
45294,3895.53
45295,3914.6
45296,3927.64
45297,3912.93
45298,3912.93
45299,3912.93
45300,3912.93
45301,3934.13
45302,3946.39
45303,3929.79
45304,3901.38
45305,3901.38
45306,3901.38
45307,3901.38
45308,3940.85
45309,3969.5
45310,3939.89
45311,3916.39
45312,3916.39
45313,3916.39
45314,3904.49
45315,3934.62
45316,3929.95
45317,3932.96
45318,3925.26
45319,3925.26
45320,3925.26
45321,3918.93
45322,3925.6
45323,3915.56
45324,3889.05
45325,3928.11
45326,3928.11
45327,3928.11
45328,3975.74
45329,3950.57
45330,3962.23
45331,3954.68
45332,3926.08
45333,3926.08
45334,3926.08
45335,3915.28
45336,3929
45337,3916.61
45338,3909.89
45339,3917.84
45340,3917.84
45341,3917.84
45342,3917.84
45343,3912.97
45344,3930.26
45345,3935.64
45346,3949.36
45347,3949.36
45348,3949.36
45349,3963.08
45350,3935.59
45351,3933.56
45352,3931.31
45353,3934.82
45354,3934.82
45355,3934.82
45356,3948.67
45357,3945.32
45358,3932.55
45359,3920.79
45360,3905.45
45361,3905.45
45362,3905.45
45363,3907.81
45364,3919.86
45365,3908.02
45366,3899.39
45367,3884.64
45368,3884.64
45369,3884.64
45370,3880.59
45371,3894.37
45372,3886.94
45373,3888.02
45374,3901.51
45375,3901.51
45376,3901.51
45377,3901.51
45378,3865.97
45379,3842.3
45380,3842.3
45381,3842.3
45382,3842.3
45383,3842.3
45384,3863.05
45385,3845.22
45386,3812.13
45387,3775.37
45388,3764.23
45389,3764.23
45390,3764.23
45391,3768.8
45392,3763.43
45393,3815.44
45394,3820.1
45395,3864.97
45396,3864.97
45397,3864.97
45398,3889.58
45399,3938.11
45400,3901.94
45401,3918.23
45402,3937.13
45403,3937.13
45404,3937.13
45405,3924.82
45406,3910.01
45407,3935.65
45408,3964.59
45409,3926.02
45410,3926.02
45411,3926.02
45412,3873.44
45413,3899.07
45414,3899.07
45415,3898.62
45416,3895.41
45417,3895.41
45418,3895.41
45419,3894.23
45420,3884.84
45421,3902.63
45422,3900.38
45423,3888.21
45424,3888.21
45425,3888.21
45426,3888.21
45427,3861.82
45428,3825.42
45429,3828.98
45430,3832.26
45431,3832.26
45432,3832.26
45433,3822.39
45434,3814.94
45435,3829.59
45436,3837.58
45437,3878.07
45438,3878.07
45439,3878.07
45440,3878.07
45441,3853.09
45442,3867.02
45443,3874.32
45444,3860.92
45445,3860.92
45446,3860.92
45447,3860.92
